"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","10/1904","14/3379",0.714285714285714,1.26763205282113,1.13992661404894,0.193439069873148,0.550300802225334,0.47920931102876,"HS6ST3/XYLT2/HS2ST1/HS6ST1/EXTL2/B3GAT3/NDST1/B4GALT7/GLCE/B3GALT6",10
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","82/1904","136/3379",0.602941176470588,1.07003058576372,0.947002277160483,0.195483745065253,0.551364409158406,0.480135514195359,"ILK/PLCB1/FOXO3/MAP1LC3B/UBE2V1/CALCOCO2/ATG5/SEPTIN11/ARPC1B/CYTH4/ELMO1/ARHGEF2/HK2/HK1/UBE2D4/CAPN2/AKT2/MAPK10/SQSTM1/MAPK9/AKT1/CD14/IRF3/SEPTIN6/MAP1LC3A/CUL1/UBE2V2/CAPNS1/UBE2D2/CBX3/TLR5/ARF1/UBE2D3/MYL12A/PFN1/TNIP1/MYL9/IKBKG/FOXO1/AKT1S1/GSK3B/SHARPIN/PYCARD/PLCD1/IKBKB/DIAPH1/CCL5/FNBP1/PIK3C3/PLCD3/TNFRSF1A/EGFR/C3/MAPK3/CYCS/IL1R1/CAST/IL1B/MAPK1/AKT3/TBK1/BCL2/PRKCQ/MAPK8/SKP1/UBE2N/BCL2L1/RPS27A/PLCG1/CRK/MAPK11/MAPK13/MAPK14/SRC/TP53/UBC/UBB/BCL10/PIK3R1/RIPK2/NFKB1/CRKL",82
"Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","41/1904","66/3379",0.621212121212121,1.10245575502928,0.954915389307699,0.203895068375398,0.562011401662115,0.489407057906722,"STAR/CREB3L4/PLCB1/ATF6B/FZD10/CDKN2C/AXIN2/FH/USP8/DVL2/KMT2D/RBBP5/BRAF/WDR5/CCNE1/FZD5/SCARB1/FZD7/FZD8/WNT10B/WNT16/WNT5B/FZD2/FZD1/FZD9/GSK3B/EGFR/MAPK3/MAP2K1/MAPK1/CAMK2A/CAMK2B/CAMK2D/AGT/MAP2K2/AIP/RB1/MRAP/CTNNB1/ARMC5/POMC",41
"Genetic Information Processing","Information processing in viruses","hsa03272","Virion - Hepatitis viruses","13/1904","19/3379",0.68421052631579,1.21425807164971,1.06392652899721,0.20395059014319,0.562011401662115,0.489407057906722,"VPS4A/IST1/TSG101/HSPG2/LAMP1/CD9/CHMP1B/SCARB1/CHMP4A/OCLN/CLDN1/EGFR/CD63",13
"Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","25/1904","39/3379",0.641025641025641,1.13761850894204,0.981981266379038,0.207000579532269,0.562011401662115,0.489407057906722,"HSPA1A/ITGB2/APAF1/CD14/SAR1A/CASP8/HSPA1B/TLR5/RAB1A/ARF1/SAR1B/ITGAM/EEF1G/PYCARD/VCP/IL6/HSPD1/C3/CYCS/CXCL3/IL1B/CXCL2/TLR2/HSPA8/NFKB1",25
"Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","16/1904","24/3379",0.666666666666667,1.18312324929972,1.02275150878413,0.208316410905639,0.562011401662115,0.489407057906722,"CUL3/LRP2/HHIP/SMURF1/ARRB1/SPOP/KIF3A/CSNK1G2/CUL1/IHH/GSK3B/GRK2/BCL2/BOC/CDON/GAS1",16
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","22/1904","34/3379",0.647058823529412,1.14832550667326,0.987471391877536,0.20879851421166,0.562011401662115,0.489407057906722,"NRAS/ACHE/CREB3L4/PLCB1/JAK2/AKT2/AKT1/CAMK4/GNG12/MAPK3/MAP2K1/MAPK1/CAMK2A/CAMK2B/AKT3/BCL2/CAMK2D/FYN/KRAS/PRKCB/PRKCG/PIK3R1",22
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","19/1904","29/3379",0.655172413793103,1.16272457258766,0.99976290654722,0.209476976983152,0.562011401662115,0.489407057906722,"GRIA4/PLCB1/HOMER2/SHANK1/SHANK3/PPP3R1/PPP3R2/HOMER1/GLUL/GRIK2/HOMER3/GRM4/GNG12/MAPK3/MAPK1/GRK2/PRKCB/PRKCG/DLG4",19
"Metabolism","Glycan biosynthesis and metabolism","hsa00515","Mannose type O-glycan biosynthesis","8/1904","11/3379",0.727272727272727,1.29067990832697,1.09696456833817,0.216414290962788,0.575941258207421,0.501537363606462,"POMK/B4GALT1/CHST10/B3GAT1/CRPPA/POMGNT2/LARGE1/B4GALT2",8
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","26/1904","41/3379",0.634146341463415,1.12540992006559,0.917799755593723,0.22482408416668,0.593535582200036,0.516858736652663,"RAF1/NRAS/AKT2/PPP3R1/AKT1/PPP3R2/RAC2/NOS3/VEGFA/MAPK3/MAP2K1/MAPK1/AKT3/MAP2K2/KDR/MAPKAPK2/PLCG1/MAPK11/MAPK13/MAPK14/KRAS/PRKCB/PRKCG/SRC/BAD/PIK3R1",26
"Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","11/1904","16/3379",0.6875,1.22009585084034,1.00247995536169,0.228739835699641,0.59908052207049,0.52168734457813,"GALK1/HK2/HK1/B4GALT1/UGP2/AKR1B10/AKR1B1/PFKM/LCT/PGM1/B4GALT2",11
"Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","17/1904","26/3379",0.653846153846154,1.16037087912088,0.932529741225205,0.232990803106308,0.605409173425841,0.527198418964129,"HHIP/FZD10/AXIN2/DVL2/BMP4/FZD5/FZD7/FZD8/WNT10B/WNT16/WNT5B/FZD2/FZD1/FZD9/GSK3B/TP53/CTNNB1",17
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","30/1904","48/3379",0.625,1.10917804621849,0.865437889497728,0.237175671347745,0.611468527693404,0.532474985838276,"COL1A1/COL6A1/COL6A3/ITGB7/TNR/SV2A/SPP1/IBSP/AGRN/COL2A1/HSPG2/FN1/LAMA3/COL9A3/FREM1/RELN/ITGA6/DAG1/TNC/CD36/VWF/THBS2/THBS4/THBS1/NPNT/FREM2/ITGB6/VTN/THBS3/LAMC2",30
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","21/1904","33/3379",0.636363636363636,1.1293449197861,0.848224206115398,0.252424734515831,0.641611787187643,0.558724140039,"STAT3/JAK2/PTPN11/APPL1/AKT2/MAPK10/MAPK9/AKT1/PCK1/IKBKG/IKBKB/LEP/TNFRSF1A/AGRP/CD36/TNFRSF1B/AKT3/PRKCQ/MAPK8/POMC/NFKB1",21
"Organismal Systems","Endocrine system","hsa04916","Melanogenesis","31/1904","50/3379",0.62,1.10030462184874,0.811738853993328,0.25326065496744,0.641611787187643,0.558724140039,"RAF1/NRAS/CREB3L4/PLCB1/FZD10/DVL2/FZD5/FZD7/FZD8/TYRP1/WNT10B/WNT16/WNT5B/FZD2/FZD1/FZD9/GSK3B/KIT/MAPK3/MAP2K1/MAPK1/CAMK2A/CAMK2B/CAMK2D/MAP2K2/KRAS/PRKCB/PRKCG/CTNNB1/POMC/KITLG",31
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","78/1904","131/3379",0.595419847328244,1.0566825967028,0.751700189360404,0.254703111387021,0.641611787187643,0.558724140039,"PDGFRA/HSPA1A/SPG21/SPART/WWP1/RUFY1/VPS4A/SMURF1/DNM2/SMAP1/ARFGAP2/CBL/ACAP2/RAB22A/IST1/SH3GL2/CHMP3/ARF3/ARRB1/ARPC1B/CYTH4/TSG101/USP8/ASAP2/AP2A2/HGS/FGFR3/CLTC/AGAP3/RAB5C/AGAP2/VPS29/FOLR3/FOLR2/IGF2R/RAB5A/CHMP2A/CHMP1B/SH3GLB2/SH3GL3/SNX5/ARF4/HSPA1B/STAMBP/RAB5B/ARF1/VPS26A/SNX3/CHMP4A/GRK5/SNF8/MVB12B/EHD2/EHD1/EPN1/RABEP1/DNM1/ASAP3/SNX12/AMPH/AP2B1/EHD3/PML/IL2RG/PRKCZ/EGFR/GRK2/PRKCI/FGFR2/EPS15L1/IGF1R/FGFR4/SRC/HSPA8/TFRC/CAV3/PSD2/IL2RB",78
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","56/1904","93/3379",0.602150537634409,1.06862745098039,0.762382374784196,0.256644714875057,0.641611787187643,0.558724140039,"RAF1/NRAS/FZD10/SHC4/MET/SMAD4/ARAF/AXIN2/DVL2/FGF19/FGF16/TGFB1/AKT2/AKT1/BRAF/SHC1/JUP/CCNE1/FZD5/FZD7/FZD8/WNT10B/WNT16/WNT5B/LRP6/FZD2/FZD1/FZD9/GSK3B/GAB1/CTNNA1/FGF8/CTNNA3/LRP5/ERBB2/EGFR/HGF/MAPK3/MAP2K1/FGF2/FGF5/MAPK1/AKT3/BCL2/TGFB3/MAP2K2/FGFR2/TGFB2/RB1/KRAS/GRB2/EGF/TP53/CTNNB1/PIK3R1/CTNNA2",56
"Human Diseases","Cancer: overview","hsa05200","Pathways in cancer","177/1904","304/3379",0.582236842105263,1.03328691674038,0.691122585906414,0.2645914722725,0.656505156766353,0.571693485796537,"RAF1/ELK1/BIRC2/STAT3/PDGFRA/STAT1/STAT6/CSF2RA/NRAS/HHIP/GSTT2B/PLCB1/FZD10/MET/JAK2/CBL/SMAD4/MAX/CKS1B/ARAF/APPL1/AXIN2/VEGFD/FH/DVL2/GSTP1/APAF1/FGFR3/CSF1R/FGF19/FGF16/IL3RA/DAPK1/TXNRD1/ARHGEF1/IL15RA/IL13/FLT3LG/TGFB1/IFNA10/RALA/AKT2/KNG1/IFNA21/IFNA4/MAPK10/IL6R/MAPK9/AKT1/BMP4/BRAF/FLT4/STAT5B/FADD/JUP/HMOX1/CUL1/CASP8/CEBPA/HDAC2/RAC2/CCNE1/FN1/FZD5/LAMA3/STAT5A/FZD7/FZD8/DCC/WNT10B/WNT16/WNT5B/IKBKG/ITGA6/FOXO1/LRP6/FZD2/FZD1/FZD9/SKP2/SPI1/STK4/GSTA2/GSK3B/PPARG/CTNNA1/FGF8/KIT/IKBKB/GNG12/PML/CTNNA3/IL6/MMP9/LRP5/VEGFA/ERBB2/IL6ST/HSP90AA1/IL12RB1/IL13RA1/IL2RG/EGFR/HGF/MAPK3/MAP2K1/CYCS/FGF2/FASLG/FGF5/MAPK1/RET/DLL4/CAMK2A/CAMK2B/AKT3/BCL2/CAMK2D/FLT3/BIRC5/NTRK1/AGT/TGFB3/MAP2K2/IL5/FGFR2/IL12RB2/MAPK8/PTEN/SKP1/IL7/TGFB2/IGF1R/DAPK2/BCL2L1/PDGFA/PLCG1/IL3/CRK/FGFR4/RB1/JAG1/JAG2/NOTCH1/NOTCH3/KRAS/DLL1/FAS/GRB2/HSP90AB1/PRKCB/PRKCG/EGF/FGFR1/BID/IFNGR1/BAD/IFNAR1/TP53/HSP90B1/IFNA14/ALK/IGF1/NOTCH2/CTNNB1/KLK3/KEAP1/PIK3R1/IFNGR2/IL2RB/KITLG/VEGFB/LAMC2/NFKB1/CTNNA2/CRKL/EGLN1",177
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","32/1904","52/3379",0.615384615384615,1.09211376858436,0.760443770459756,0.269137895989224,0.662802281167491,0.577177106088437,"RAF1/PDGFRA/NRAS/MET/ARAF/PDGFC/FGF19/FGF16/AKT2/AKT1/BRAF/FGF8/EGFR/HGF/MAPK3/MAP2K1/FGF2/FGF5/MAPK1/AKT3/MAP2K2/PTEN/IGF1R/PDGFA/RB1/KRAS/EGF/FGFR1/BAD/TP53/IGF1/PIK3R1",32
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","33/1904","54/3379",0.611111111111111,1.08452964519141,0.711340253943333,0.284786132858058,0.692994852855303,0.603469202007967,"CREB3L4/FOXO3/ELAVL1/PFKFB3/PPP2R1A/PPP2R5A/RAB14/AKT2/AKT1/RAB2A/PFKM/CAB39/PCK1/CAB39L/TSC2/FOXO1/PPP2R5D/PFKFB1/AKT1S1/PPARG/PFKFB4/LEP/CD36/AKT3/INSR/IGF1R/PDPK1/HMGCR/FBP1/CFTR/IGF1/PIK3R1/FBP2",33
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","16/1904","25/3379",0.64,1.13579831932773,0.774194630194597,0.286142118150067,0.692994852855303,0.603469202007967,"GRIA4/CREB3L4/ATF6B/PPP3R1/PPP3R2/HDAC2/CAMK4/PPP1CC/STX1A/PDYN/ARC/CAMK2A/CAMK2B/CAMK2D/PRKCB/PRKCG",16
"Metabolism","Carbohydrate metabolism","hsa00030","Pentose phosphate pathway","13/1904","20/3379",0.65,1.15354516806723,0.782372243659439,0.291897831960264,0.692994852855303,0.603469202007967,"RPE/PFKM/PGLS/G6PD/RGN/GPI/TKT/ALDOA/H6PD/FBP1/PGM1/FBP2/ALDOC",13
"Organismal Systems","Nervous system","hsa04727","GABAergic synapse","13/1904","20/3379",0.65,1.15354516806723,0.782372243659439,0.291897831960264,0.692994852855303,0.603469202007967,"GABBR1/GAD1/GABARAPL2/GABARAPL1/GABBR2/NSF/GABARAP/GLUL/GPHN/GNG12/PRKCB/PRKCG/SRC",13
"Human Diseases","Immune disease","hsa05340","Primary immunodeficiency","13/1904","20/3379",0.65,1.15354516806723,0.782372243659439,0.291897831960264,0.692994852855303,0.603469202007967,"RFXAP/CD8A/CD3E/BTK/IKBKG/UNG/RFX5/IL2RG/TNFRSF13B/ZAP70/LCK/CD79A/CD8B",13
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","60/1904","101/3379",0.594059405940594,1.05426824195025,0.629026945104879,0.300132591376127,0.701204755771776,0.610618495456762,"NCF2/PSMB6/HSPA1A/CREB3L4/ATF6B/PSMA7/PSMB5/PSMB1/PSMD4/APAF1/PSMD9/PSMA4/MAPK10/PPP3R1/MAPK9/COX5A/PSMB3/PSMB4/PPP3R2/HSPA1B/PSMA5/RAC2/PSMB2/NCAM1/PSMC3/PSMD6/GSK3B/KLC3/CCL5/PSMC5/IL6/SOD1/C5/MAPK3/C7/CYCS/IL1B/MAPK1/CSNK2A1/FYN/MAPK8/PSMA1/PSMD7/PSMA2/IL1A/MAPK11/MAPK13/MAPK14/NOTCH1/PPIF/BAD/HSPA8/NCAM2/NDUFV2/ATP5PF/CAV3/PIK3R1/COX6C/ATP5PO/NDUFB8",60
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","45/1904","75/3379",0.6,1.06481092436975,0.644801608990782,0.300389477344733,0.701204755771776,0.610618495456762,"BIRC2/CSF1/CREB3L4/ATF6B/VEGFD/TNFAIP3/AKT2/MAPK10/MAPK9/AKT1/FADD/MAP2K6/CASP8/CYLD/IKBKG/IKBKB/CCL5/IL6/MMP9/TNFRSF1A/MMP3/MAPK3/MAP2K1/CXCL5/CXCL3/IL1B/MAPK1/CXCL2/TNFRSF1B/AKT3/SELE/CXCL6/MAPK8/ICAM1/MMP14/MAPK11/MAPK13/MAPK14/JAG1/CASP10/FAS/LIF/PIK3R1/ADAM17/NFKB1",45
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","20/1904","32/3379",0.625,1.10917804621849,0.704936074272785,0.301730531271492,0.701204755771776,0.610618495456762,"NUP98/SAP18/KPNA6/SUMO3/SEC13/MAGOHB/SNUPN/DDX19A/SUMO2/KPNA1/KPNA5/SUMO4/NCBP1/RANGAP1/XPO5/UBE2I/EIF4A3/DDX19B/THOC1/NXT1",20
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","17/1904","27/3379",0.62962962962963,1.11739417989418,0.695734801455685,0.310804455145319,0.715949473876393,0.623458393519155,"AMY2B/HTN1/PLCB1/PRKG1/ATP1B1/CST4/STATH/VAMP2/AMY2A/DMBT1/CST3/BST1/PRKCB/PRKCG/ATP1B2/AMY1A/CAMP",17
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","24/1904","39/3379",0.615384615384615,1.09211376858436,0.657280738040182,0.312414315873335,0.715949473876393,0.623458393519155,"BIRC2/MAX/CKS1B/APAF1/AKT2/AKT1/CCNE1/FN1/LAMA3/IKBKG/ITGA6/SKP2/IKBKB/CYCS/AKT3/BCL2/PTEN/BCL2L1/RB1/TP53/PIK3R1/LAMC2/FHIT/NFKB1",24
"Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","28/1904","46/3379",0.608695652173913,1.08024296675192,0.622494502834528,0.320112177697298,0.723686170180131,0.63019561230997,"CBS/ENO2/ENO1/PKLR/ASL/RPE/SHMT2/OTC/PGAM2/ENO3/PFKM/SDSL/GOT2/IDH1/PSAT1/MAT2B/GLUL/ACO1/CTH/ACY1/GPT/PGAM1/TKT/TPI1/PGK1/ALDOA/PHGDH/ALDOC",28
"Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","14/1904","22/3379",0.636363636363636,1.1293449197861,0.69143654532193,0.320176305594846,0.723686170180131,0.63019561230997,"PLD3/PLA2G2E/ENPP6/ENPP2/PAFAH2/PLA2G12A/PLA2G5/PAFAH1B2/PLA2G10/PLA2G1B/PLA2G7/PLAAT2/GAL3ST1/PLA2G2C",14
"Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","21/1904","34/3379",0.61764705882353,1.09612889273356,0.639974429457811,0.32289785962257,0.724872746091483,0.631228898510287,"PLCB1/INPP5E/ITPKC/DGKB/ITPKA/IMPA1/PIP4K2B/ITPK1/MTMR7/PLCD1/INPP4A/INPP5D/INPP5A/PIK3C3/PLCD3/PTEN/PLCG1/PRKCB/PRKCG/PIK3R1/BPNT2",21
"Metabolism","Glycan biosynthesis and metabolism","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series","11/1904","17/3379",0.647058823529412,1.14832550667326,0.696480130463224,0.329602659961955,0.72962782780182,0.635369687368092,"B3GALT2/B4GALT1/B3GALT5/ST8SIA1/FUT3/FUT5/ST3GAL6/B3GNT2/FUT2/ABO/B4GALT2",11
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","18/1904","29/3379",0.620689655172414,1.10152854245146,0.6237808407461,0.334213193634885,0.72962782780182,0.635369687368092,"ENO2/ENO1/PABPC4/EDC4/CNOT1/HSPA9/DCP1A/ENO3/LSM4/PFKM/EXOSC8/DCPS/NUDT16/EXOSC5/BTG1/BTG4/HSPD1/CNOT9",18
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","48/1904","81/3379",0.592592592592593,1.05166511048864,0.534665092724462,0.33825847429082,0.72962782780182,0.635369687368092,"LAT/PTK2B/RPS6KA1/RHOG/RPS6KA6/ARPC1B/ELMO1/IL10/ARHGEF1/AKT2/MAPK10/CD8A/MAPK9/AKT1/IRF3/MAP2K6/RAC2/FN1/IKBKG/WAS/GSK3B/PYCARD/IKBKB/IL6/PKN2/MAPK3/MAP2K1/IL1B/MAPK1/AKT3/TBK1/RPS6KA3/MAP2K2/MAPK8/ZAP70/LCK/PLCG1/CRK/MAPK11/MAPK13/MAPK14/VAV1/SRC/PIK3R1/CD8B/VAV3/NFKB1/CRKL",48
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","8/1904","12/3379",0.666666666666667,1.18312324929972,0.721904643079736,0.338281992889934,0.72962782780182,0.635369687368092,"ALDH3A1/ALDH3B1/ASPA/ALDH7A1/HNMT/CNDP2/AOC1/CNDP1",8
"Metabolism","Carbohydrate metabolism","hsa00650","Butanoate metabolism","8/1904","12/3379",0.666666666666667,1.18312324929972,0.721904643079736,0.338281992889934,0.72962782780182,0.635369687368092,"GAD1/HMGCS1/HMGCS2/ACADS/ALDH5A1/AACS/HMGCL/OXCT1",8
"Human Diseases","Immune disease","hsa05310","Asthma","8/1904","12/3379",0.666666666666667,1.18312324929972,0.721904643079736,0.338281992889934,0.72962782780182,0.635369687368092,"IL10/IL13/RNASE3/IL5/IL3/CCL11/IL9/FCER1A",8
"Organismal Systems","Development and regeneration","hsa04382","Cornified envelope formation","33/1904","55/3379",0.6,1.06481092436975,0.550511426043629,0.34152583019221,0.731841064697594,0.637297003707952,"DSC1/KRT5/DSG3/KRT7/TJP1/PPP2R1A/S100A6/PPP2R5A/S100A4/S100A5/S100A10/PRSS8/JUP/S100A16/KRT16/KDSR/LAMA3/DSG2/ITGA6/PADI2/PPP2R5D/KRT34/LCE3C/S100A8/OCLN/CLDN1/S100A9/KRT18/FURIN/S100A13/SPTLC1/S100A7/LAMC2",33
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","57/1904","97/3379",0.587628865979381,1.04285605994975,0.486514853663206,0.352384717961862,0.740772368751728,0.645074502932126,"RAF1/NRAS/LAT/SYK/PTK2B/KLRC3/ITGAL/SHC4/PTPN11/ARAF/ITGB2/ULBP1/IFNA10/IFNA21/IFNA4/PPP3R1/BRAF/SHC1/SH2D1B/PPP3R2/KIR3DL1/RAC2/ULBP2/ULBP3/MAPK3/MAP2K1/FASLG/KLRK1/MAPK1/FCGR3B/MAP2K2/FYN/ZAP70/PTPN6/ICAM1/LCK/PLCG1/TNFRSF10A/KIR2DL4/MICB/KRAS/VAV1/FAS/GRB2/PRKCB/PRKCG/BID/IFNGR1/IFNAR1/IFNA14/TNFRSF10B/KIR2DL2/KIR2DL5A/NCR1/PIK3R1/IFNGR2/VAV3",57
"Genetic Information Processing","Translation","hsa03015","mRNA surveillance pathway","19/1904","31/3379",0.612903225806452,1.08771008403361,0.557320391914612,0.35644754113263,0.740772368751728,0.645074502932126,"PELO/PABPC4/PPP2R1A/SAP18/SSU72/PPP2R5A/MAGOHB/DDX19A/PPP1CC/NUDT21/PPP2R5D/DAZAP1/CSTF1/GSPT2/NCBP1/EIF4A3/DDX19B/PABPN1/NXT1",19
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","34/1904","57/3379",0.596491228070175,1.05858395989975,0.506738173980545,0.356857494089588,0.740772368751728,0.645074502932126,"NCF2/CD99L2/PTK2B/ITGAL/PTPN11/ITGB2/ARHGAP5/RAC2/MYL12A/ESAM/MYL9/ITGAM/OCLN/CTNNA1/CLDN1/CTNNA3/MMP9/PECAM1/JAM2/JAM3/ICAM1/PLCG1/MAPK11/MAPK13/MAPK14/VAV1/PRKCB/PRKCG/CTNNB1/PIK3R1/EZR/VASP/VAV3/CTNNA2",34
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","12/1904","19/3379",0.631578947368421,1.12085360459973,0.600114409079577,0.360135966731651,0.740772368751728,0.645074502932126,"PKLR/HK2/HK1/MAPK10/MAPK9/IKBKB/PRKCZ/MAPK3/MAPK1/INSR/MAPK8/PIK3R1",12
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","12/1904","19/3379",0.631578947368421,1.12085360459973,0.600114409079577,0.360135966731651,0.740772368751728,0.645074502932126,"NRAS/BRAF/PPARG/MAPK3/MAP2K1/MAPK1/RET/NTRK1/MAP2K2/KRAS/TP53/CTNNB1",12
"Organismal Systems","Aging","hsa04211","Longevity regulating pathway","23/1904","38/3379",0.605263157894737,1.07415137107475,0.522203803385275,0.362765292868536,0.740772368751728,0.645074502932126,"NRAS/CREB3L4/ATF6B/FOXO3/ATG5/APPL1/AKT2/KL/AKT1/CAMK4/TSC2/FOXO1/AKT1S1/PPARG/AKT3/INSR/IGF1R/SOD2/KRAS/TP53/IGF1/PIK3R1/NFKB1",23
"Human Diseases","Infectious disease: bacterial","hsa05150","Staphylococcus aureus infection","23/1904","38/3379",0.605263157894737,1.07415137107475,0.522203803385275,0.362765292868536,0.740772368751728,0.645074502932126,"SELPLG/ITGAL/ITGB2/CFD/IL10/KRT16/C1S/DEFA3/ITGAM/KRT34/FCGR2B/C3/C5/MBL2/FCGR3B/FCGR1A/CFB/ICAM1/KRT18/DEFA5/MASP1/DEFA1/CAMP",23
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","62/1904","106/3379",0.584905660377358,1.03802322815919,0.451851990745099,0.363651890114484,0.740772368751728,0.645074502932126,"ELK1/NRAS/CREB3L4/ATF6B/RELB/ITGAL/SMAD4/ANAPC10/ETS2/CDKN2C/ITGB2/MAP3K3/MAD1L1/RANBP3/IL15RA/TGFB1/AKT2/MAD2L1/MAPK10/PPP3R1/MAPK9/AKT1/STAT5B/RANBP1/PPP3R2/CD3E/KAT2A/CCNE1/STAT5A/POLB/IKBKG/ELK4/SPI1/IKBKB/IL6/IL2RG/TNFRSF1A/MMP7/CHEK1/MAPK3/MAP2K1/TBP/IL1R1/MAPK1/NRP1/AKT3/B2M/TGFB3/MAP2K2/MAPK8/PTEN/TGFB2/ICAM1/BCL2L1/LCK/RB1/KRAS/CALR/TP53/PIK3R1/IL2RB/NFKB1",62
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","16/1904","26/3379",0.615384615384615,1.09211376858436,0.535626101522476,0.371184222220081,0.751477259709367,0.654396465392846,"SAMHD1/VPS4A/ELL2/TSG101/HGS/PIN1/MX1/KAT2A/CHMP4A/TRIM5/NELFE/ELL3/NELFA/BICD1/PPIA/FURIN",16
"Metabolism","Lipid metabolism","hsa00592","alpha-Linolenic acid metabolism","9/1904","14/3379",0.642857142857143,1.14086884753902,0.60000342525284,0.375380888996036,0.755339593711535,0.657759837586122,"PLA2G2E/ACAA1/ACOX1/PLA2G12A/PLA2G5/PLA2G10/PLA2G1B/PLAAT2/PLA2G2C",9
"Human Diseases","Drug resistance: antineoplastic","hsa01524","Platinum drug resistance","24/1904","40/3379",0.6,1.06481092436975,0.468422002405893,0.381532903474214,0.763065806948428,0.664487927581885,"BIRC2/GSTT2B/GSTP1/APAF1/AKT2/AKT1/FADD/CASP8/GSTA2/ERBB2/MAPK3/CYCS/FASLG/MAPK1/AKT3/BCL2/BIRC5/BCL2L1/PDPK1/FAS/BID/BAD/TP53/PIK3R1",24
"Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","32/1904","54/3379",0.592592592592593,1.05166511048864,0.43477613956357,0.385565776894414,0.764452504477433,0.665695482367909,"STAT3/CREB3L4/PTPN11/RPS6KA1/RPS6KA6/AKT2/MAPK10/MAPK9/AKT1/PCK1/PPP1CC/NOS3/FOXO1/GSK3B/PTPA/IKBKB/IL6/PRKCZ/TNFRSF1A/CD36/PTPN1/AKT3/INSR/RPS6KA3/AGT/PRKCQ/MAPK8/PTEN/PDPK1/PRKCB/PIK3R1/NFKB1",32
"Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","13/1904","21/3379",0.619047619047619,1.09861444577831,0.514964302022753,0.3879878520462,0.764452504477433,0.665695482367909,"GALNT13/GALNT4/GALNT14/GALNT9/ST3GAL1/C1GALT1C1/GALNT2/GALNT10/B3GNT6/GALNT1/ST6GALNAC2/ST6GALNAC1/GALNT16",13
